f 1m 1f 2m 2f 3m 3f jL1m jL1f jL2m jL2f jV0300m jV0300f 
7197.48 30.0001 0.0010558 2 90 2 90 0.000125304 61.9284 5.57707e-05 -97.5936 3.00006 -179.998
7207.49 30.0001 0.00105433 2 90 2 90 0.00012513 61.9284 5.56933e-05 -97.5936 3.00006 -179.998
7217.5 30.0001 0.00105287 2 90 2 90 0.000124956 61.9284 5.5616e-05 -97.5936 3.00006 -179.998
7227.5 30.0001 0.00105141 2 90 2 90 0.000124783 61.9284 5.5539e-05 -97.5936 3.00006 -179.998
7237.51 30.0001 0.00104996 2 90 2 90 0.000124611 61.9284 5.54622e-05 -97.5936 3.00006 -179.998
7247.52 30.0001 0.00104851 2 90 2 90 0.000124439 61.9284 5.53856e-05 -97.5936 3.00006 -179.998
7257.53 30.0001 0.00104706 2 90 2 90 0.000124267 61.9284 5.53092e-05 -97.5936 3.00006 -179.998
7267.54 30.0001 0.00104562 2 90 2 90 0.000124096 61.9284 5.52331e-05 -97.5936 3.00006 -179.998
7277.55 30.0001 0.00104418 2 90 2 90 0.000123925 61.9284 5.51571e-05 -97.5936 3.00006 -179.998
7287.56 30.0001 0.00104275 2 90 2 90 0.000123755 61.9284 5.50813e-05 -97.5936 3.00006 -179.998
7297.57 30.0001 0.00104132 2 90 2 90 0.000123585 61.9284 5.50058e-05 -97.5936 3.00006 -179.998
7307.58 30.0001 0.00103989 2 90 2 90 0.000123416 61.9284 5.49305e-05 -97.5936 3.00006 -179.998
7317.59 30.0001 0.00103847 2 90 2 90 0.000123247 61.9284 5.48553e-05 -97.5936 3.00006 -179.998
7327.59 30.0001 0.00103705 2 90 2 90 0.000123079 61.9284 5.47804e-05 -97.5936 3.00006 -179.998
7337.6 30.0001 0.00103564 2 90 2 90 0.000122911 61.9284 5.47057e-05 -97.5936 3.00006 -179.998
7347.61 30.0001 0.00103423 2 90 2 90 0.000122744 61.9284 5.46312e-05 -97.5936 3.00006 -179.998
7357.62 30.0001 0.00103282 2 90 2 90 0.000122577 61.9284 5.45568e-05 -97.5936 3.00006 -179.998
7367.63 30.0001 0.00103142 2 90 2 90 0.00012241 61.9284 5.44827e-05 -97.5936 3.00006 -179.998
7377.64 30.0001 0.00103002 2 90 2 90 0.000122244 61.9284 5.44088e-05 -97.5936 3.00006 -179.998
7387.65 30.0001 0.00102862 2 90 2 90 0.000122078 61.9284 5.43351e-05 -97.5936 3.00006 -179.998
7397.66 30.0001 0.00102723 2 90 2 90 0.000121913 61.9284 5.42616e-05 -97.5936 3.00006 -179.998
7407.67 30.0001 0.00102584 2 90 2 90 0.000121749 61.9284 5.41883e-05 -97.5936 3.00006 -179.998
7417.68 30.0001 0.00102446 2 90 2 90 0.000121584 61.9284 5.41151e-05 -97.5936 3.00006 -179.998
7427.68 30.0001 0.00102308 2 90 2 90 0.00012142 61.9284 5.40422e-05 -97.5936 3.00006 -179.998
7437.69 30.0001 0.0010217 2 90 2 90 0.000121257 61.9284 5.39695e-05 -97.5936 3.00006 -179.998
7447.7 30.0001 0.00102033 2 90 2 90 0.000121094 61.9284 5.3897e-05 -97.5936 3.00006 -179.998
7457.71 30.0001 0.00101896 2 90 2 90 0.000120932 61.9284 5.38246e-05 -97.5936 3.00006 -179.998
7467.72 30.0001 0.00101759 2 90 2 90 0.00012077 61.9284 5.37525e-05 -97.5936 3.00006 -179.998
7477.73 30.0001 0.00101623 2 90 2 90 0.000120608 61.9284 5.36805e-05 -97.5936 3.00006 -179.998
7487.74 30.0001 0.00101487 2 90 2 90 0.000120447 61.9284 5.36088e-05 -97.5936 3.00006 -179.998
7497.75 30.0001 0.00101352 2 90 2 90 0.000120286 61.9284 5.35372e-05 -97.5936 3.00006 -179.998
7507.76 30.0001 0.00101217 2 90 2 90 0.000120126 61.9284 5.34658e-05 -97.5936 3.00006 -179.998
7517.77 30.0001 0.00101082 2 90 2 90 0.000119966 61.9284 5.33947e-05 -97.5936 3.00006 -179.998
7527.77 30.0001 0.00100947 2 90 2 90 0.000119806 61.9284 5.33237e-05 -97.5936 3.00006 -179.998
7537.78 30.0001 0.00100813 2 90 2 90 0.000119647 61.9284 5.32529e-05 -97.5936 3.00006 -179.998
7547.79 30.0001 0.0010068 2 90 2 90 0.000119488 61.9284 5.31822e-05 -97.5936 3.00006 -179.998
7557.8 30.0001 0.00100546 2 90 2 90 0.00011933 61.9284 5.31118e-05 -97.5936 3.00006 -179.998
7567.81 30.0001 0.00100413 2 90 2 90 0.000119172 61.9284 5.30416e-05 -97.5936 3.00006 -179.998
7577.82 30.0001 0.00100281 2 90 2 90 0.000119015 61.9283 5.29715e-05 -97.5936 3.00006 -179.998
7587.83 30.0001 0.00100148 2 90 2 90 0.000118858 61.9283 5.29016e-05 -97.5936 3.00006 -179.998
7597.84 30.0001 0.00100016 2 90 2 90 0.000118701 61.9283 5.28319e-05 -97.5936 3.00006 -179.998
7607.85 30.0001 0.000998849 2 90 2 90 0.000118545 61.9283 5.27624e-05 -97.5936 3.00006 -179.998
7617.86 30.0001 0.000997536 2 90 2 90 0.000118389 61.9283 5.26931e-05 -97.5936 3.00006 -179.998
7627.86 30.0001 0.000996228 2 90 2 90 0.000118234 61.9283 5.2624e-05 -97.5936 3.00006 -179.998
7637.87 30.0001 0.000994922 2 90 2 90 0.000118079 61.9283 5.2555e-05 -97.5936 3.00006 -179.998
7647.88 30.0001 0.00099362 2 90 2 90 0.000117925 61.9283 5.24862e-05 -97.5936 3.00006 -179.998
7657.89 30.0001 0.000992321 2 90 2 90 0.00011777 61.9283 5.24176e-05 -97.5937 3.00006 -179.998
7667.9 30.0001 0.000991026 2 90 2 90 0.000117617 61.9283 5.23492e-05 -97.5937 3.00006 -179.998
7677.91 30.0001 0.000989734 2 90 2 90 0.000117463 61.9283 5.2281e-05 -97.5937 3.00006 -179.998
7687.92 30.0001 0.000988445 2 90 2 90 0.00011731 61.9283 5.22129e-05 -97.5937 3.00006 -179.998
7697.93 30.0001 0.00098716 2 90 2 90 0.000117158 61.9283 5.2145e-05 -97.5937 3.00006 -179.998
7707.94 30.0001 0.000985878 2 90 2 90 0.000117006 61.9283 5.20773e-05 -97.5937 3.00006 -179.998
7717.95 30.0001 0.0009846 2 90 2 90 0.000116854 61.9283 5.20098e-05 -97.5937 3.00005 -179.998
7727.95 30.0001 0.000983325 2 90 2 90 0.000116703 61.9283 5.19424e-05 -97.5937 3.00005 -179.998
7737.96 30.0001 0.000982053 2 90 2 90 0.000116552 61.9283 5.18752e-05 -97.5937 3.00005 -179.998
7747.97 30.0001 0.000980784 2 90 2 90 0.000116401 61.9283 5.18082e-05 -97.5937 3.00005 -179.998
7757.98 30.0001 0.000979519 2 90 2 90 0.000116251 61.9283 5.17414e-05 -97.5937 3.00005 -179.998
7767.99 30.0001 0.000978257 2 90 2 90 0.000116101 61.9283 5.16747e-05 -97.5937 3.00005 -179.998
7778 30.0001 0.000976998 2 90 2 90 0.000115952 61.9283 5.16082e-05 -97.5937 3.00005 -179.998
7788.01 30.0001 0.000975742 2 90 2 90 0.000115803 61.9283 5.15419e-05 -97.5937 3.00005 -179.998
7798.02 30.0001 0.00097449 2 90 2 90 0.000115654 61.9283 5.14757e-05 -97.5937 3.00005 -179.998
7808.03 30.0001 0.000973241 2 90 2 90 0.000115506 61.9283 5.14097e-05 -97.5937 3.00005 -179.998
7818.04 30.0001 0.000971995 2 90 2 90 0.000115358 61.9283 5.13439e-05 -97.5937 3.00005 -179.998
7828.05 30.0001 0.000970752 2 90 2 90 0.000115211 61.9283 5.12783e-05 -97.5937 3.00005 -179.998
7838.05 30.0001 0.000969512 2 90 2 90 0.000115063 61.9283 5.12128e-05 -97.5937 3.00005 -179.998
7848.06 30.0001 0.000968276 2 90 2 90 0.000114917 61.9283 5.11475e-05 -97.5937 3.00005 -179.998
7858.07 30.0001 0.000967042 2 90 2 90 0.00011477 61.9283 5.10823e-05 -97.5937 3.00005 -179.998
7868.08 30.0001 0.000965812 2 90 2 90 0.000114624 61.9283 5.10173e-05 -97.5937 3.00005 -179.998
7878.09 30.0001 0.000964585 2 90 2 90 0.000114479 61.9283 5.09525e-05 -97.5937 3.00005 -179.998
7888.1 30.0001 0.000963361 2 90 2 90 0.000114333 61.9283 5.08879e-05 -97.5937 3.00005 -179.998
7898.11 30.0001 0.00096214 2 90 2 90 0.000114189 61.9283 5.08234e-05 -97.5937 3.00005 -179.998
7908.12 30.0001 0.000960923 2 90 2 90 0.000114044 61.9283 5.07591e-05 -97.5937 3.00005 -179.998
7918.13 30.0001 0.000959708 2 90 2 90 0.0001139 61.9283 5.06949e-05 -97.5937 3.00005 -179.998
7928.14 30.0001 0.000958496 2 90 2 90 0.000113756 61.9283 5.06309e-05 -97.5937 3.00005 -179.998
7938.14 30.0001 0.000957288 2 90 2 90 0.000113613 61.9283 5.05671e-05 -97.5937 3.00005 -179.998
7948.15 30.0001 0.000956082 2 90 2 90 0.00011347 61.9283 5.05034e-05 -97.5937 3.00005 -179.998
7958.16 30.0001 0.00095488 2 90 2 90 0.000113327 61.9283 5.04399e-05 -97.5937 3.00005 -179.998
7968.17 30.0001 0.00095368 2 90 2 90 0.000113184 61.9283 5.03765e-05 -97.5937 3.00005 -179.998
7978.18 30.0001 0.000952484 2 90 2 90 0.000113042 61.9283 5.03133e-05 -97.5937 3.00005 -179.998
7988.19 30.0001 0.000951291 2 90 2 90 0.000112901 61.9283 5.02503e-05 -97.5937 3.00005 -179.998
7998.2 30.0001 0.0009501 2 90 2 90 0.00011276 61.9283 5.01874e-05 -97.5937 3.00005 -179.998
8008.21 30.0001 0.000948913 2 90 2 90 0.000112619 61.9283 5.01246e-05 -97.5937 3.00005 -179.998
8018.22 30.0001 0.000947728 2 90 2 90 0.000112478 61.9283 5.00621e-05 -97.5937 3.00005 -179.998
8028.23 30.0001 0.000946547 2 90 2 90 0.000112338 61.9283 4.99997e-05 -97.5937 3.00005 -179.998
8038.23 30.0001 0.000945368 2 90 2 90 0.000112198 61.9283 4.99374e-05 -97.5937 3.00005 -179.998
8048.24 30.0001 0.000944192 2 90 2 90 0.000112058 61.9283 4.98753e-05 -97.5937 3.00005 -179.998
8058.25 30.0001 0.000943019 2 90 2 90 0.000111919 61.9283 4.98134e-05 -97.5937 3.00005 -179.998
8068.26 30.0001 0.00094185 2 90 2 90 0.00011178 61.9283 4.97516e-05 -97.5937 3.00005 -179.998
8078.27 30.0001 0.000940683 2 90 2 90 0.000111642 61.9283 4.96899e-05 -97.5937 3.00005 -179.998
8088.28 30.0001 0.000939519 2 90 2 90 0.000111504 61.9283 4.96284e-05 -97.5937 3.00005 -179.998
8098.29 30.0001 0.000938357 2 90 2 90 0.000111366 61.9283 4.95671e-05 -97.5937 3.00005 -179.998
8108.3 30.0001 0.000937199 2 90 2 90 0.000111228 61.9283 4.95059e-05 -97.5937 3.00005 -179.998
8118.31 30.0001 0.000936044 2 90 2 90 0.000111091 61.9283 4.94449e-05 -97.5937 3.00005 -179.998
8128.32 30.0001 0.000934891 2 90 2 90 0.000110955 61.9283 4.9384e-05 -97.5937 3.00005 -179.998
8138.32 30.0001 0.000933741 2 90 2 90 0.000110818 61.9283 4.93232e-05 -97.5937 3.00005 -179.998
8148.33 30.0001 0.000932594 2 90 2 90 0.000110682 61.9283 4.92627e-05 -97.5937 3.00005 -179.998
8158.34 30.0001 0.00093145 2 90 2 90 0.000110546 61.9283 4.92022e-05 -97.5937 3.00005 -179.998
8168.35 30.0001 0.000930309 2 90 2 90 0.000110411 61.9283 4.91419e-05 -97.5937 3.00005 -179.998
8178.36 30.0001 0.00092917 2 90 2 90 0.000110276 61.9283 4.90818e-05 -97.5937 3.00005 -179.998
8188.37 30.0001 0.000928034 2 90 2 90 0.000110141 61.9283 4.90218e-05 -97.5937 3.00005 -179.998
8198.38 30.0001 0.000926901 2 90 2 90 0.000110006 61.9283 4.89619e-05 -97.5937 3.00005 -179.998
8208.39 30.0001 0.000925771 2 90 2 90 0.000109872 61.9283 4.89022e-05 -97.5937 3.00005 -179.998
8218.4 30.0001 0.000924644 2 90 2 90 0.000109738 61.9283 4.88427e-05 -97.5937 3.00005 -179.998
8228.41 30.0001 0.000923519 2 90 2 90 0.000109605 61.9283 4.87833e-05 -97.5937 3.00005 -179.998
8238.41 30.0001 0.000922397 2 90 2 90 0.000109472 61.9283 4.8724e-05 -97.5937 3.00005 -179.998
8248.42 30.0001 0.000921278 2 90 2 90 0.000109339 61.9283 4.86649e-05 -97.5937 3.00005 -179.998
8258.43 30.0001 0.000920161 2 90 2 90 0.000109206 61.9283 4.86059e-05 -97.5937 3.00005 -179.998
8268.44 30.0001 0.000919047 2 90 2 90 0.000109074 61.9283 4.85471e-05 -97.5937 3.00005 -179.998
8278.45 30.0001 0.000917936 2 90 2 90 0.000108942 61.9283 4.84884e-05 -97.5937 3.00005 -179.998
8288.46 30.0001 0.000916828 2 90 2 90 0.000108811 61.9283 4.84298e-05 -97.5937 3.00005 -179.998
8298.47 30.0001 0.000915722 2 90 2 90 0.00010868 61.9283 4.83714e-05 -97.5937 3.00005 -179.998
8308.48 30.0001 0.000914619 2 90 2 90 0.000108549 61.9283 4.83131e-05 -97.5937 3.00005 -179.998
8318.49 30.0001 0.000913518 2 90 2 90 0.000108418 61.9283 4.8255e-05 -97.5937 3.00005 -179.998
8328.5 30.0001 0.00091242 2 90 2 90 0.000108288 61.9283 4.8197e-05 -97.5937 3.00005 -179.998
8338.5 30.0001 0.000911325 2 90 2 90 0.000108158 61.9283 4.81392e-05 -97.5937 3.00005 -179.998
8348.51 30.0001 0.000910233 2 90 2 90 0.000108028 61.9283 4.80814e-05 -97.5937 3.00005 -179.998
8358.52 30.0001 0.000909143 2 90 2 90 0.000107899 61.9283 4.80239e-05 -97.5937 3.00005 -179.998
8368.53 30.0001 0.000908055 2 90 2 90 0.00010777 61.9283 4.79664e-05 -97.5937 3.00005 -179.998
8378.54 30.0001 0.00090697 2 90 2 90 0.000107641 61.9283 4.79091e-05 -97.5937 3.00005 -179.998
8388.55 30.0001 0.000905888 2 90 2 90 0.000107512 61.9283 4.7852e-05 -97.5937 3.00005 -179.998
8398.56 30.0001 0.000904809 2 90 2 90 0.000107384 61.9283 4.77949e-05 -97.5937 3.00005 -179.998
8408.57 30.0001 0.000903732 2 90 2 90 0.000107257 61.9283 4.7738e-05 -97.5937 3.00005 -179.998
8418.58 30.0001 0.000902657 2 90 2 90 0.000107129 61.9283 4.76813e-05 -97.5937 3.00005 -179.998
8428.59 30.0001 0.000901585 2 90 2 90 0.000107002 61.9283 4.76247e-05 -97.5937 3.00005 -179.998
8438.59 30.0001 0.000900516 2 90 2 90 0.000106875 61.9283 4.75682e-05 -97.5937 3.00005 -179.998
8448.6 30.0001 0.000899449 2 90 2 90 0.000106748 61.9283 4.75118e-05 -97.5937 3.00005 -179.998
8458.61 30.0001 0.000898385 2 90 2 90 0.000106622 61.9283 4.74556e-05 -97.5937 3.00005 -179.998
8468.62 30.0001 0.000897323 2 90 2 90 0.000106496 61.9283 4.73995e-05 -97.5937 3.00005 -179.998
8478.63 30.0001 0.000896264 2 90 2 90 0.00010637 61.9283 4.73436e-05 -97.5937 3.00005 -179.998
8488.64 30.0001 0.000895207 2 90 2 90 0.000106245 61.9283 4.72877e-05 -97.5937 3.00005 -179.998
8498.65 30.0001 0.000894153 2 90 2 90 0.00010612 61.9283 4.7232e-05 -97.5937 3.00005 -179.998
8508.66 30.0001 0.000893101 2 90 2 90 0.000105995 61.9283 4.71765e-05 -97.5938 3.00005 -179.998
8518.67 30.0001 0.000892051 2 90 2 90 0.00010587 61.9283 4.71211e-05 -97.5938 3.00005 -179.998
8528.68 30.0001 0.000891005 2 90 2 90 0.000105746 61.9283 4.70658e-05 -97.5938 3.00005 -179.998
8538.68 30.0001 0.00088996 2 90 2 90 0.000105622 61.9283 4.70106e-05 -97.5938 3.00005 -179.998
8548.69 30.0001 0.000888918 2 90 2 90 0.000105498 61.9283 4.69555e-05 -97.5938 3.00005 -179.998
8558.7 30.0001 0.000887879 2 90 2 90 0.000105375 61.9283 4.69006e-05 -97.5938 3.00005 -179.998
8568.71 30.0001 0.000886841 2 90 2 90 0.000105252 61.9283 4.68458e-05 -97.5938 3.00005 -179.998
8578.72 30.0001 0.000885807 2 90 2 90 0.000105129 61.9283 4.67912e-05 -97.5938 3.00005 -179.998
8588.73 30.0001 0.000884774 2 90 2 90 0.000105007 61.9283 4.67367e-05 -97.5938 3.00005 -179.998
8598.74 30.0001 0.000883745 2 90 2 90 0.000104884 61.9283 4.66823e-05 -97.5938 3.00005 -179.998
8608.75 30.0001 0.000882717 2 90 2 90 0.000104762 61.9282 4.6628e-05 -97.5938 3.00005 -179.998
8618.76 30.0001 0.000881692 2 90 2 90 0.000104641 61.9282 4.65738e-05 -97.5938 3.00005 -179.998
8628.77 30.0001 0.000880669 2 90 2 90 0.000104519 61.9282 4.65198e-05 -97.5938 3.00005 -179.998
8638.77 30.0001 0.000879649 2 90 2 90 0.000104398 61.9282 4.64659e-05 -97.5938 3.00005 -179.998
8648.78 30.0001 0.000878631 2 90 2 90 0.000104278 61.9282 4.64121e-05 -97.5938 3.00005 -179.998
8658.79 30.0001 0.000877615 2 90 2 90 0.000104157 61.9282 4.63585e-05 -97.5938 3.00005 -179.998
8668.8 30.0001 0.000876602 2 90 2 90 0.000104037 61.9282 4.6305e-05 -97.5938 3.00005 -179.998
8678.81 30.0001 0.000875591 2 90 2 90 0.000103917 61.9282 4.62516e-05 -97.5938 3.00005 -179.998
8688.82 30.0001 0.000874582 2 90 2 90 0.000103797 61.9282 4.61983e-05 -97.5938 3.00005 -179.998
8698.83 30.0001 0.000873576 2 90 2 90 0.000103678 61.9282 4.61451e-05 -97.5938 3.00005 -179.998
8708.84 30.0001 0.000872572 2 90 2 90 0.000103558 61.9282 4.60921e-05 -97.5938 3.00005 -179.998
8718.85 30.0001 0.00087157 2 90 2 90 0.00010344 61.9282 4.60392e-05 -97.5938 3.00005 -179.998
8728.86 30.0001 0.000870571 2 90 2 90 0.000103321 61.9282 4.59864e-05 -97.5938 3.00005 -179.998
8738.86 30.0001 0.000869574 2 90 2 90 0.000103203 61.9282 4.59337e-05 -97.5938 3.00005 -179.998
8748.87 30.0001 0.000868579 2 90 2 90 0.000103085 61.9282 4.58812e-05 -97.5938 3.00005 -179.998
8758.88 30.0001 0.000867587 2 90 2 90 0.000102967 61.9282 4.58287e-05 -97.5938 3.00005 -179.998
8768.89 30.0001 0.000866596 2 90 2 90 0.000102849 61.9282 4.57764e-05 -97.5938 3.00005 -179.998
8778.9 30.0001 0.000865608 2 90 2 90 0.000102732 61.9282 4.57242e-05 -97.5938 3.00005 -179.998
8788.91 30.0001 0.000864622 2 90 2 90 0.000102615 61.9282 4.56722e-05 -97.5938 3.00005 -179.998
8798.92 30.0001 0.000863639 2 90 2 90 0.000102498 61.9282 4.56202e-05 -97.5938 3.00005 -179.998
8808.93 30.0001 0.000862658 2 90 2 90 0.000102382 61.9282 4.55684e-05 -97.5938 3.00005 -179.998
8818.94 30.0001 0.000861679 2 90 2 90 0.000102266 61.9282 4.55167e-05 -97.5938 3.00005 -179.998
8828.95 30.0001 0.000860702 2 90 2 90 0.00010215 61.9282 4.54651e-05 -97.5938 3.00005 -179.998
8838.95 30.0001 0.000859727 2 90 2 90 0.000102034 61.9282 4.54136e-05 -97.5938 3.00005 -179.998
8848.96 30.0001 0.000858755 2 90 2 90 0.000101919 61.9282 4.53622e-05 -97.5938 3.00005 -179.998
8858.97 30.0001 0.000857784 2 90 2 90 0.000101803 61.9282 4.5311e-05 -97.5938 3.00005 -179.998
8868.98 30.0001 0.000856816 2 90 2 90 0.000101689 61.9282 4.52598e-05 -97.5938 3.00005 -179.998
8878.99 30.0001 0.00085585 2 90 2 90 0.000101574 61.9282 4.52088e-05 -97.5938 3.00005 -179.998
8889 30.0001 0.000854887 2 90 2 90 0.00010146 61.9282 4.51579e-05 -97.5938 3.00005 -179.998
8899.01 30.0001 0.000853925 2 90 2 90 0.000101345 61.9282 4.51071e-05 -97.5938 3.00005 -179.998
8909.02 30.0001 0.000852966 2 90 2 90 0.000101232 61.9282 4.50564e-05 -97.5938 3.00005 -179.998
8919.03 30.0001 0.000852009 2 90 2 90 0.000101118 61.9282 4.50059e-05 -97.5938 3.00005 -179.998
8929.04 30.0001 0.000851054 2 90 2 90 0.000101005 61.9282 4.49554e-05 -97.5938 3.00005 -179.998
8939.05 30.0001 0.000850101 2 90 2 90 0.000100892 61.9282 4.49051e-05 -97.5938 3.00005 -179.998
8949.05 30.0001 0.00084915 2 90 2 90 0.000100779 61.9282 4.48549e-05 -97.5938 3.00005 -179.998
8959.06 30.0001 0.000848201 2 90 2 90 0.000100666 61.9282 4.48047e-05 -97.5938 3.00005 -179.998
8969.07 30.0001 0.000847255 2 90 2 90 0.000100554 61.9282 4.47547e-05 -97.5938 3.00005 -179.998
8979.08 30.0001 0.00084631 2 90 2 90 0.000100442 61.9282 4.47049e-05 -97.5938 3.00005 -179.998
8989.09 30.0001 0.000845368 2 90 2 90 0.00010033 61.9282 4.46551e-05 -97.5938 3.00005 -179.998
8999.1 30.0001 0.000844428 2 90 2 90 0.000100218 61.9282 4.46054e-05 -97.5938 3.00005 -179.998
9009.11 30.0001 0.00084349 2 90 2 90 0.000100107 61.9282 4.45559e-05 -97.5938 3.00005 -179.998
9019.12 30.0001 0.000842554 2 90 2 90 9.99958e-05 61.9282 4.45064e-05 -97.5938 3.00005 -179.998
9029.13 30.0001 0.00084162 2 90 2 90 9.9885e-05 61.9282 4.44571e-05 -97.5938 3.00005 -179.998
9039.14 30.0001 0.000840688 2 90 2 90 9.97744e-05 61.9282 4.44078e-05 -97.5938 3.00005 -179.998
9049.14 30.0001 0.000839758 2 90 2 90 9.9664e-05 61.9282 4.43587e-05 -97.5938 3.00005 -179.998
9059.15 30.0001 0.00083883 2 90 2 90 9.95539e-05 61.9282 4.43097e-05 -97.5938 3.00005 -179.998
9069.16 30.0001 0.000837904 2 90 2 90 9.9444e-05 61.9282 4.42608e-05 -97.5938 3.00005 -179.998
9079.17 30.0001 0.00083698 2 90 2 90 9.93344e-05 61.9282 4.4212e-05 -97.5938 3.00005 -179.998
9089.18 30.0001 0.000836059 2 90 2 90 9.9225e-05 61.9282 4.41633e-05 -97.5938 3.00005 -179.998
9099.19 30.0001 0.000835139 2 90 2 90 9.91159e-05 61.9282 4.41148e-05 -97.5938 3.00005 -179.998
9109.2 30.0001 0.000834221 2 90 2 90 9.90069e-05 61.9282 4.40663e-05 -97.5938 3.00005 -179.998
9119.21 30.0001 0.000833306 2 90 2 90 9.88983e-05 61.9282 4.40179e-05 -97.5938 3.00005 -179.998
9129.22 30.0001 0.000832392 2 90 2 90 9.87899e-05 61.9282 4.39697e-05 -97.5938 3.00005 -179.998
9139.23 30.0001 0.000831481 2 90 2 90 9.86817e-05 61.9282 4.39215e-05 -97.5938 3.00005 -179.998
9149.23 30.0001 0.000830571 2 90 2 90 9.85737e-05 61.9282 4.38735e-05 -97.5938 3.00005 -179.998
9159.24 30.0001 0.000829663 2 90 2 90 9.8466e-05 61.9282 4.38255e-05 -97.5938 3.00005 -179.998
9169.25 30.0001 0.000828758 2 90 2 90 9.83585e-05 61.9282 4.37777e-05 -97.5938 3.00005 -179.998
9179.26 30.0001 0.000827854 2 90 2 90 9.82513e-05 61.9282 4.37299e-05 -97.5938 3.00005 -179.998
9189.27 30.0001 0.000826952 2 90 2 90 9.81442e-05 61.9282 4.36823e-05 -97.5938 3.00005 -179.998
9199.28 30.0001 0.000826053 2 90 2 90 9.80375e-05 61.9282 4.36348e-05 -97.5938 3.00005 -179.998
9209.29 30.0001 0.000825155 2 90 2 90 9.79309e-05 61.9282 4.35874e-05 -97.5938 3.00005 -179.998
9219.3 30.0001 0.000824259 2 90 2 90 9.78246e-05 61.9282 4.354e-05 -97.5938 3.00005 -179.998
9229.31 30.0001 0.000823365 2 90 2 90 9.77185e-05 61.9282 4.34928e-05 -97.5938 3.00005 -179.998
9239.32 30.0001 0.000822473 2 90 2 90 9.76126e-05 61.9282 4.34457e-05 -97.5938 3.00005 -179.998
9249.32 30.0001 0.000821583 2 90 2 90 9.7507e-05 61.9282 4.33987e-05 -97.5938 3.00005 -179.998
9259.33 30.0001 0.000820695 2 90 2 90 9.74016e-05 61.9282 4.33518e-05 -97.5938 3.00005 -179.998
9269.34 30.0001 0.000819809 2 90 2 90 9.72964e-05 61.9282 4.3305e-05 -97.5938 3.00005 -179.998
9279.35 30.0001 0.000818925 2 90 2 90 9.71915e-05 61.9282 4.32583e-05 -97.5938 3.00005 -179.998
9289.36 30.0001 0.000818042 2 90 2 90 9.70868e-05 61.9282 4.32116e-05 -97.5938 3.00005 -179.998
9299.37 30.0001 0.000817162 2 90 2 90 9.69823e-05 61.9282 4.31651e-05 -97.5938 3.00005 -179.998
9309.38 30.0001 0.000816283 2 90 2 90 9.6878e-05 61.9282 4.31187e-05 -97.5938 3.00005 -179.998
9319.39 30.0001 0.000815406 2 90 2 90 9.6774e-05 61.9282 4.30724e-05 -97.5938 3.00005 -179.998
9329.4 30.0001 0.000814532 2 90 2 90 9.66701e-05 61.9282 4.30262e-05 -97.5938 3.00005 -179.998
9339.41 30.0001 0.000813659 2 90 2 90 9.65665e-05 61.9282 4.29801e-05 -97.5938 3.00005 -179.998
9349.41 30.0001 0.000812788 2 90 2 90 9.64632e-05 61.9282 4.29341e-05 -97.5938 3.00005 -179.998
9359.42 30.0001 0.000811918 2 90 2 90 9.636e-05 61.9282 4.28882e-05 -97.5938 3.00005 -179.998
9369.43 30.0001 0.000811051 2 90 2 90 9.62571e-05 61.9282 4.28424e-05 -97.5938 3.00005 -179.998
9379.44 30.0001 0.000810186 2 90 2 90 9.61543e-05 61.9282 4.27966e-05 -97.5938 3.00005 -179.998
9389.45 30.0001 0.000809322 2 90 2 90 9.60518e-05 61.9282 4.2751e-05 -97.5938 3.00005 -179.998
9399.46 30.0001 0.00080846 2 90 2 90 9.59496e-05 61.9282 4.27055e-05 -97.5938 3.00005 -179.998
9409.47 30.0001 0.0008076 2 90 2 90 9.58475e-05 61.9282 4.26601e-05 -97.5938 3.00005 -179.998
9419.48 30.0001 0.000806742 2 90 2 90 9.57457e-05 61.9282 4.26147e-05 -97.5938 3.00005 -179.998
9429.49 30.0001 0.000805886 2 90 2 90 9.5644e-05 61.9282 4.25695e-05 -97.5938 3.00005 -179.998
9439.5 30.0001 0.000805031 2 90 2 90 9.55426e-05 61.9282 4.25244e-05 -97.5938 3.00004 -179.998
9449.5 30.0001 0.000804179 2 90 2 90 9.54414e-05 61.9282 4.24793e-05 -97.5938 3.00004 -179.998
9459.51 30.0001 0.000803328 2 90 2 90 9.53404e-05 61.9282 4.24344e-05 -97.5938 3.00004 -179.998
9469.52 30.0001 0.000802479 2 90 2 90 9.52397e-05 61.9282 4.23895e-05 -97.5938 3.00004 -179.998
9479.53 30.0001 0.000801631 2 90 2 90 9.51391e-05 61.9282 4.23448e-05 -97.5938 3.00004 -179.998
9489.54 30.0001 0.000800786 2 90 2 90 9.50388e-05 61.9282 4.23001e-05 -97.5938 3.00004 -179.998
9499.55 30.0001 0.000799942 2 90 2 90 9.49386e-05 61.9282 4.22555e-05 -97.5938 3.00004 -179.998
9509.56 30.0001 0.0007991 2 90 2 90 9.48387e-05 61.9282 4.22111e-05 -97.5938 3.00004 -179.998
9519.57 30.0001 0.00079826 2 90 2 90 9.4739e-05 61.9282 4.21667e-05 -97.5938 3.00004 -179.998
9529.58 30.0001 0.000797421 2 90 2 90 9.46395e-05 61.9282 4.21224e-05 -97.5938 3.00004 -179.998
