           t	          E1	          E2	          E3	          E4	     J_V0300	     J_V0400	
        0.63	      0.0005	    0.000999	           2	        4.99	          -1	           0	
       0.631	      0.0005	    0.000999	           2	        4.99	          -1	           0	
       0.631	      0.0005	    0.000999	           2	        4.99	          -1	           0	
       0.632	      0.0005	    0.000999	           2	        4.98	          -1	           0	
       0.632	      0.0005	    0.000999	           2	        4.98	          -1	           0	
       0.633	      0.0005	    0.000999	           2	        4.98	          -1	           0	
       0.633	      0.0005	    0.000999	           2	        4.97	          -1	           0	
       0.634	      0.0005	    0.000999	           2	        4.97	          -1	           0	
       0.634	      0.0005	    0.000999	           2	        4.97	          -1	           0	
       0.635	      0.0005	    0.000999	           2	        4.96	          -1	           0	
       0.635	      0.0005	    0.000999	           2	        4.96	          -1	           0	
       0.636	      0.0005	    0.000999	           2	        4.96	          -1	           0	
       0.636	      0.0005	    0.000999	           2	        4.95	          -1	           0	
       0.637	      0.0005	    0.000999	           2	        4.95	          -1	           0	
       0.637	      0.0005	    0.000999	           2	        4.94	          -1	           0	
       0.638	      0.0005	    0.000999	           2	        4.94	          -1	           0	
       0.638	      0.0005	    0.000999	           2	        4.93	          -1	           0	
       0.639	      0.0005	    0.000999	           2	        4.93	          -1	           0	
       0.639	      0.0005	    0.000999	           2	        4.92	          -1	           0	
        0.64	      0.0005	    0.000999	           2	        4.92	          -1	           0	
        0.64	      0.0005	    0.000999	           2	        4.91	          -1	           0	
        0.64	      0.0005	    0.000999	           2	        4.91	          -1	           0	
       0.641	      0.0005	    0.000999	           2	         4.9	          -1	           0	
       0.641	      0.0005	    0.000999	           2	        4.89	          -1	           0	
       0.642	      0.0005	    0.000999	           2	        4.89	          -1	           0	
       0.642	      0.0005	    0.000999	           2	        4.88	          -1	           0	
       0.643	      0.0005	    0.000999	           2	        4.87	          -1	           0	
       0.643	      0.0005	    0.000999	           2	        4.87	          -1	           0	
       0.644	      0.0005	    0.000999	           2	        4.86	          -1	           0	
       0.644	      0.0005	    0.000999	           2	        4.85	          -1	           0	
       0.645	      0.0005	    0.000999	           2	        4.84	          -1	           0	
       0.645	      0.0005	    0.000999	           2	        4.84	          -1	           0	
       0.646	      0.0005	    0.000999	           2	        4.83	          -1	           0	
       0.646	      0.0005	    0.000999	           2	        4.82	          -1	           0	
       0.647	      0.0005	    0.000999	           2	        4.81	          -1	           0	
       0.647	      0.0005	    0.000999	           2	         4.8	          -1	           0	
       0.648	      0.0005	    0.000999	           2	        4.79	          -1	           0	
       0.648	      0.0005	    0.000999	           2	        4.78	          -1	           0	
       0.649	      0.0005	    0.000999	           2	        4.77	          -1	           0	
       0.649	      0.0005	    0.000999	           2	        4.76	          -1	           0	
        0.65	      0.0005	    0.000999	           2	        4.76	          -1	           0	
        0.65	      0.0005	    0.000999	           2	        4.75	          -1	           0	
       0.651	      0.0005	    0.000999	           2	        4.74	          -1	           0	
       0.651	      0.0005	    0.000999	           2	        4.73	          -1	           0	
       0.652	      0.0005	    0.000999	           2	        4.71	          -1	           0	
       0.652	      0.0005	    0.000999	           2	         4.7	          -1	           0	
       0.653	      0.0005	    0.000999	           2	        4.69	          -1	           0	
       0.653	      0.0005	    0.000999	           2	        4.68	          -1	           0	
       0.654	      0.0005	    0.000999	           2	        4.67	          -1	           0	
       0.654	      0.0005	    0.000999	           2	        4.66	          -1	           0	
       0.655	      0.0005	    0.000999	           2	        4.65	          -1	           0	
       0.655	      0.0005	    0.000999	           2	        4.64	          -1	           0	
       0.656	      0.0005	    0.000999	           2	        4.63	          -1	           0	
       0.656	      0.0005	    0.000999	           2	        4.61	          -1	           0	
       0.657	      0.0005	    0.000999	           2	         4.6	          -1	           0	
       0.657	      0.0005	    0.000999	           2	        4.59	          -1	           0	
       0.658	      0.0005	    0.000999	           2	        4.58	          -1	           0	
       0.658	      0.0005	    0.000999	           2	        4.56	          -1	           0	
       0.659	      0.0005	    0.000999	           2	        4.55	          -1	           0	
